[ 2012-04-17T00:00:36+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.003561s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ParseTemplate Behavior [ RunTime:0.003234s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.003305s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ContentReplace Behavior [ RunTime:0.002138s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run TokenBuild Behavior [ RunTime:0.002267s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.002015s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowRuntime Behavior [ RunTime:0.002267s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.008899s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.004012s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.004112s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckRoute Behavior [ RunTime:0.001914s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.002079s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001680s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckTemplate Behavior [ RunTime:0.001592s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.003402s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003663s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [8] Undefined index:  id IntroductionAction.class.php 第 76 行.
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 0 LIMIT 1   [ RunTime:0.001111s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run LocationTemplate Behavior [ RunTime:0.002656s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.002730s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ParseTemplate Behavior [ RunTime:0.002793s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.002875s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ContentReplace Behavior [ RunTime:0.001312s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run TokenBuild Behavior [ RunTime:0.002223s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.001215s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowRuntime Behavior [ RunTime:0.001364s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.006291s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.003057s ]
[ 2012-04-17T21:49:43+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.003136s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.001891s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.002103s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001246s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000965s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.002415s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003613s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.001171s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.000906s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.000976s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ParseTemplate Behavior [ RunTime:0.001407s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.001476s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ContentReplace Behavior [ RunTime:0.000514s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run TokenBuild Behavior [ RunTime:0.001802s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000476s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000583s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.003548s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.002681s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.002756s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckRoute Behavior [ RunTime:0.002576s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.002706s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001490s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckTemplate Behavior [ RunTime:0.001315s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.002916s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003539s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [8] Undefined index:  id IntroductionAction.class.php 第 76 行.
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 0 LIMIT 1   [ RunTime:0.001391s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run LocationTemplate Behavior [ RunTime:0.003309s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.003417s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ParseTemplate Behavior [ RunTime:0.003780s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.003939s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ContentReplace Behavior [ RunTime:0.001800s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run TokenBuild Behavior [ RunTime:0.002373s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.001249s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowRuntime Behavior [ RunTime:0.001427s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.007119s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.003692s ]
[ 2012-04-17T21:49:44+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.003785s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.001763s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001977s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001246s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000827s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.002251s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003483s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.001283s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.001069s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.001141s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ParseTemplate Behavior [ RunTime:0.001346s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.001428s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ContentReplace Behavior [ RunTime:0.000552s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run TokenBuild Behavior [ RunTime:0.001875s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000470s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000684s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.003773s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.002587s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.002664s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckRoute Behavior [ RunTime:0.001898s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.002017s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.002363s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckTemplate Behavior [ RunTime:0.002226s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.004714s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003642s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [8] Undefined index:  id IntroductionAction.class.php 第 76 行.
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 0 LIMIT 1   [ RunTime:0.001250s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run LocationTemplate Behavior [ RunTime:0.003638s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.003720s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ParseTemplate Behavior [ RunTime:0.004400s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.004480s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ContentReplace Behavior [ RunTime:0.002255s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run TokenBuild Behavior [ RunTime:0.001375s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.001990s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowRuntime Behavior [ RunTime:0.002180s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.007982s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.003968s ]
[ 2012-04-17T21:49:45+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.004043s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Run CheckRoute Behavior [ RunTime:0.001747s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001870s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001432s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Run CheckTemplate Behavior [ RunTime:0.001313s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.002848s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003879s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Run LocationTemplate Behavior [ RunTime:0.002912s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.003009s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Run ParseTemplate Behavior [ RunTime:0.003736s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.003812s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Run ContentReplace Behavior [ RunTime:0.001382s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Run TokenBuild Behavior [ RunTime:0.001450s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.001177s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Run ShowRuntime Behavior [ RunTime:0.001480s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.005676s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.003461s ]
[ 2012-04-17T21:49:58+08:00 ] /admin.php/Introduction/introUpdate | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.003532s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.000845s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.000960s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000587s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000470s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001157s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003659s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.001335s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.001914s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.001996s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ParseTemplate Behavior [ RunTime:0.001577s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.001644s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ContentReplace Behavior [ RunTime:0.000462s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run TokenBuild Behavior [ RunTime:0.000531s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000336s ]
[ 2012-04-17T21:49:59+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000630s ]
